ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1901	"ENSMUSG00000058835"	"Abi1"	chr2	-	22840195	22840282	22843446	22843623	22836587	22836773	22847029	22847130	1901	125,104,167	7,15,19	95,131,107	14,22,13	98	98	0.13881219647	1.0	0.947,0.874,0.898	0.872,0.856,0.892	0.033
1902	"ENSMUSG00000058835"	"Abi1"	chr2	-	22850718	22850859	22861094	22861271	22847029	22847130	22884534	22884702	1902	198,198,194	216,229,240	209,173,192	249,220,254	98	98	0.469455493433	1.0	0.478,0.464,0.447	0.456,0.44,0.43	0.021
1903	"ENSMUSG00000058835"	"Abi1"	chr2	-	22852412	22852513	22861094	22861271	22850718	22850859	22884534	22884702	1903	198,196,194	204,215,201	209,174,193	241,234,277	98	98	0.0610146433544	0.8103446403330378	0.493,0.477,0.491	0.464,0.426,0.411	0.053
1905	"ENSMUSG00000035064"	"Eef2k"	chr7	+	120485808	120486010	120487081	120487149	120485032	120485160	120488412	120488490	1905	52,62,51	51,77,48	52,51,51	42,50,56	98	98	0.566996797509	1.0	0.505,0.446,0.515	0.553,0.505,0.477	-0.023
1906	"ENSMUSG00000035064"	"Eef2k"	chr7	+	120488911	120488974	120491087	120491276	120488412	120488490	120494406	120494531	1906	38,73,44	42,51,35	48,62,43	33,36,50	98	98	0.755182623308	1.0	0.475,0.589,0.557	0.593,0.633,0.462	-0.022
1907	"ENSMUSG00000035064"	"Eef2k"	chr7	+	120488911	120488974	120494406	120494531	120488412	120488490	120498590	120498769	1907	33,70,44	45,39,32	45,55,43	38,37,46	98	98	0.864987771239	1.0	0.423,0.642,0.579	0.542,0.598,0.483	0.007
1908	"ENSMUSG00000032293"	"Ireb2"	chr9	+	54791180	54791399	54793158	54793228	54789602	54789740	54793773	54793957	1908	66,65,60	103,99,92	60,60,68	103,90,100	98	98	0.937460585063	1.0	0.391,0.396,0.395	0.368,0.4,0.405	0.003
1909	"ENSMUSG00000037487"	"Ubr5"	chr15	-	37996798	37997010	37997167	37997436	37992195	37992426	37997964	37998222	1909	62,162,83	132,216,120	86,90,64	121,129,130	98	98	0.928164162511	1.0	0.32,0.429,0.409	0.415,0.411,0.33	0.001
1910	"ENSMUSG00000037487"	"Ubr5"	chr15	-	37997167	37997436	37997964	37998222	37996798	37997010	37998530	37998662	1910	136,220,116	97,167,79	120,131,95	101,102,92	98	98	0.212563612943	1.0	0.584,0.568,0.595	0.543,0.562,0.508	0.045
1911	"ENSMUSG00000015095"	"Fbxw5"	chr2	+	25391947	25392163	25392412	25392570	25390870	25390898	25392868	25393057	1911	32,40,37	8,10,11	47,36,33	13,12,13	98	98	0.436098212958	1.0	0.8,0.8,0.771	0.783,0.75,0.717	0.04
1912	"ENSMUSG00000030655"	"Smg1"	chr7	-	117735908	117736015	117736096	117736276	117730530	117734841	117738635	117738742	1912	192,192,158	300,246,278	235,238,240	379,366,339	98	98	0.995254412679	1.0	0.39,0.438,0.362	0.383,0.394,0.415	-0.001
1913	"ENSMUSG00000030655"	"Smg1"	chr7	-	117736096	117736276	117738635	117738742	117735908	117736015	117738897	117739109	1913	202,192,201	242,224,226	231,234,260	281,299,278	98	98	0.874324486325	1.0	0.455,0.462,0.471	0.451,0.439,0.483	0.005
1914	"ENSMUSG00000030655"	"Smg1"	chr7	-	117759384	117759631	117762374	117762597	117758813	117759043	117765192	117765347	1914	92,127,87	72,87,67	93,53,90	63,55,69	98	98	0.640726492618	1.0	0.561,0.593,0.565	0.596,0.491,0.566	0.022
1915	"ENSMUSG00000031697"	"Orc6"	chr8	+	86027737	86027867	86028251	86028353	86026260	86026621	86029424	86029588	1915	92,119,100	1,1,0	84,80,85	2,0,3	98	98	0.551437691068	1.0	0.989,0.992,1.0	0.977,1.0,0.966	0.013
1916	"ENSMUSG00000027104"	"Atf2"	chr2	-	73653544	73653650	73658815	73659022	73646852	73649492	73660135	73660285	1916	111,134,107	64,53,58	133,119,104	106,62,81	98	98	0.0414186589393	0.7174853938176258	0.634,0.717,0.648	0.556,0.657,0.562	0.075
1917	"ENSMUSG00000025558"	"Dock9"	chr14	-	121828722	121828766	121829223	121829291	121823638	121823754	121831747	121831795	1917	39,33,25	2,4,5	38,33,34	8,12,5	98	93	0.0383483412239	0.694659703467571	0.949,0.887,0.826	0.818,0.723,0.866	0.085
1918	"ENSMUSG00000025558"	"Dock9"	chr14	-	121828722	121828766	121829223	121829360	121823638	121823754	121831747	121831795	1918	70,67,41	2,4,5	33,35,36	8,12,5	98	93	0.000239871297575	0.018465647852208795	0.971,0.941,0.886	0.797,0.735,0.872	0.131
1919	"ENSMUSG00000022962"	"Gart"	chr16	-	91435614	91435683	91436227	91436339	91434817	91434943	91438099	91438274	1919	132,256,117	136,217,113	115,116,96	103,108,114	98	98	0.626655748208	1.0	0.493,0.541,0.509	0.528,0.518,0.457	0.013
1920	"ENSMUSG00000033396"	"Spg11"	chr2	-	121896725	121896940	121899219	121899382	121895389	121896137	121900349	121900457	1920	35,38,40	33,43,34	40,35,33	38,52,38	98	98	0.349405727228	1.0	0.515,0.469,0.541	0.513,0.402,0.465	0.048
1921	"ENSMUSG00000033396"	"Spg11"	chr2	-	121899219	121899382	121900349	121900457	121896725	121896940	121901345	121901546	1921	37,43,38	36,38,30	34,45,39	31,26,34	98	98	0.537715858576	1.0	0.507,0.531,0.559	0.523,0.634,0.534	-0.031
1922	"ENSMUSG00000031986"	"Sprtn"	chr8	+	125626945	125627074	125628363	125628631	125625814	125625914	125629429	125632900	1922	27,42,38	66,76,57	37,42,36	73,82,70	98	98	0.808111039152	1.0	0.29,0.356,0.4	0.336,0.339,0.34	0.01
1923	"ENSMUSG00000078652"	"Psme3"	chr11	+	101210737	101210850	101211036	101211105	101210281	101210330	101211222	101211290	1923	304,369,246	227,297,201	235,247,233	190,197,183	98	98	0.928778213618	1.0	0.573,0.554,0.55	0.553,0.556,0.56	0.003
1924	"ENSMUSG00000023089"	"Ndufa5"	chr6	-	24519190	24519256	24522657	24522774	24518664	24518823	24527271	24527316	1924	193,220,163	227,257,204	181,166,184	189,194,180	98	98	0.300679757469	1.0	0.46,0.461,0.444	0.489,0.461,0.505	-0.03
1925	"ENSMUSG00000025607"	"Copg2"	chr6	-	30788527	30788653	30789678	30789782	30787859	30787922	30790645	30790721	1925	53,35,41	89,59,73	51,56,53	86,118,90	98	98	0.700186272703	1.0	0.373,0.372,0.36	0.372,0.322,0.371	0.013
1926	"ENSMUSG00000037685"	"Atp8a1"	chr5	-	67936302	67936376	67938330	67938404	67933471	67933541	67943968	67944009	1926	25,22,35	1,5,1	44,50,49	5,13,4	98	98	0.0796193722243	0.9215285142789147	0.962,0.815,0.972	0.898,0.794,0.925	0.044
1927	"ENSMUSG00000021357"	"Exoc2"	chr13	-	31066231	31066356	31070171	31070297	31061530	31061596	31084767	31084886	1927	71,60,74	80,67,45	90,84,76	72,66,69	98	98	0.578883336919	1.0	0.47,0.472,0.622	0.556,0.56,0.524	-0.025
1928	"ENSMUSG00000021357"	"Exoc2"	chr13	-	31109705	31109830	31111290	31111404	31095152	31095233	31119477	31119604	1928	64,53,55	55,46,61	75,83,59	75,66,53	98	98	0.761015038925	1.0	0.538,0.535,0.474	0.5,0.557,0.527	-0.012
1929	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82853891	82854045	82857728	82857848	82853008	82853171	82859948	82860158	1929	118,198,125	115,204,99	109,102,106	115,110,131	98	98	0.174902675795	1.0	0.506,0.493,0.558	0.487,0.481,0.447	0.047
1930	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82857728	82857848	82859948	82860158	82853891	82854045	82860901	82861082	1930	108,155,58	134,211,91	88,93,87	105,108,104	98	98	0.302696572219	1.0	0.446,0.423,0.389	0.456,0.463,0.455	-0.039
1931	"ENSMUSG00000040263"	"Klhdc4"	chr8	-	122526186	122526395	122531685	122531845	122524572	122524975	122540445	122540582	1931	0,0,1	40,48,45	0,0,1	37,37,34	98	98	1	1.0	0.0,0.0,0.022	0.0,0.0,0.029	-0.002
1932	"ENSMUSG00000040263"	"Klhdc4"	chr8	-	122533244	122533337	122540445	122540582	122531685	122531845	122546860	122546959	1932	26,49,29	10,21,27	37,36,34	17,23,14	98	98	0.751386352538	1.0	0.722,0.7,0.518	0.685,0.61,0.708	-0.021
1933	"ENSMUSG00000020671"	"Rab10"	chr12	-	3306866	3307005	3314688	3314749	3303268	3303358	3359291	3359969	1933	114,127,135	281,309,247	116,122,125	249,251,265	98	98	0.663672630596	1.0	0.289,0.291,0.353	0.318,0.327,0.321	-0.011
1934	"ENSMUSG00000032518"	"Rpsa"	chr9	+	119959110	119959429	119959833	119959962	119958223	119958342	119960065	119960231	1934	8,7,7	4581,6488,3819	3,10,2	3323,3582,3509	98	98	1	1.0	0.002,0.001,0.002	0.001,0.003,0.001	0.0
1935	"ENSMUSG00000032518"	"Rpsa"	chr9	+	119959183	119959429	119959833	119959962	119958223	119958342	119960065	119960231	1935	3079,4609,2662	4581,6488,3819	2330,2513,2484	3323,3582,3509	98	98	0.862810153695	1.0	0.402,0.415,0.411	0.412,0.412,0.414	-0.003
1936	"ENSMUSG00000070493"	"Chchd2"	chr5	-	129911269	129911420	129912774	129913024	129909996	129910237	129916038	129916311	1936	465,634,505	933,1185,887	497,502,454	790,872,874	98	98	0.447299764339	1.0	0.333,0.349,0.363	0.386,0.365,0.342	-0.016
1937	"ENSMUSG00000028580"	"Pum1"	chr4	+	130396235	130396609	130428352	130428421	130390631	130390778	130445464	130445573	1937	98,118,109	82,100,73	92,117,97	88,91,91	98	98	0.398502905439	1.0	0.544,0.541,0.599	0.511,0.562,0.516	0.032
1938	"ENSMUSG00000028580"	"Pum1"	chr4	+	130445464	130445573	130457588	130457859	130428352	130428421	130468773	130468867	1938	82,102,72	78,96,88	88,90,90	74,80,79	98	98	0.266957216807	1.0	0.513,0.515,0.45	0.543,0.529,0.533	-0.042
1939	"ENSMUSG00000028580"	"Pum1"	chr4	+	130446483	130446662	130455308	130455475	130445464	130445573	130457588	130457859	1939	82,95,85	93,90,71	88,80,96	75,74,95	98	98	0.750183123083	1.0	0.469,0.514,0.545	0.54,0.519,0.503	-0.011
1941	"ENSMUSG00000055897"	"Ppp4r1l-ps"	chr2	-	173450525	173450672	173501115	173501160	173438832	173438980	173501305	173501332	1941	5,1,11	6,3,4	13,12,12	2,8,11	94	98	0.437163760155	1.0	0.465,0.258,0.741	0.871,0.61,0.532	-0.183
1942	"ENSMUSG00000041415"	"Dicer1"	chr12	-	104658561	104658724	104660736	104661005	104658385	104658461	104662532	104663403	1942	77,84,69	59,106,82	77,92,79	84,84,71	98	98	0.583097948605	1.0	0.566,0.442,0.457	0.478,0.523,0.527	-0.021
1943	"ENSMUSG00000028964"	"Park7"	chr4	-	150988271	150988341	150989706	150989766	150985464	150985551	150991496	150991598	1943	394,471,337	307,431,292	448,430,377	265,328,287	98	98	0.0538162656143	0.7844417354585351	0.562,0.522,0.536	0.628,0.567,0.568	-0.048
1944	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16910078	16910168	16910548	16910655	16909719	16909753	16910874	16910950	1944	115,128,171	138,135,153	159,141,136	138,168,150	98	98	0.938808662368	1.0	0.455,0.487,0.528	0.535,0.456,0.476	0.001
1945	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16910874	16910950	16912746	16912907	16909719	16909753	16913868	16913944	1945	173,128,182	2,0,2	181,198,180	3,3,1	98	98	1	1.0	0.989,1.0,0.989	0.984,0.985,0.994	0.005
1946	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16921439	16921491	16923856	16923919	16918119	16918171	16925042	16925088	1946	188,141,227	179,152,174	158,212,188	180,200,194	98	98	0.327132362118	1.0	0.512,0.481,0.566	0.467,0.515,0.492	0.028
1947	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16921439	16921491	16925042	16925088	16918119	16918171	16929006	16929077	1947	9,10,11	179,152,174	4,9,5	180,200,193	95	98	0.0312031876209	0.6227349758829225	0.049,0.064,0.061	0.022,0.044,0.026	0.027
1948	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16923856	16923919	16925042	16925088	16921439	16921491	16927508	16927558	1948	142,134,176	178,142,160	164,162,196	170,196,184	95	98	0.949429441981	1.0	0.451,0.493,0.532	0.499,0.46,0.524	-0.002
1949	"ENSMUSG00000022771"	"Ppil2"	chr16	-	16925042	16925088	16927508	16927558	16923856	16923919	16929006	16929077	1949	102,76,117	191,148,228	103,136,101	158,214,192	98	95	0.253317118563	1.0	0.341,0.332,0.332	0.387,0.381,0.338	-0.034
1950	"ENSMUSG00000062939"	"Stat4"	chr1	+	52123237	52123282	52135943	52136027	52122136	52122230	52137545	52137644	1950	37,12,26	34,15,29	57,50,56	37,60,35	94	98	0.27511549212	1.0	0.532,0.455,0.483	0.616,0.465,0.625	-0.079
1951	"ENSMUSG00000062939"	"Stat4"	chr1	+	52135943	52136027	52137545	52137644	52123237	52123282	52139482	52139618	1951	29,16,26	40,19,26	37,41,45	39,51,31	98	98	0.391147937784	1.0	0.42,0.457,0.5	0.487,0.446,0.592	-0.049
1952	"ENSMUSG00000061981"	"Flot2"	chr11	+	77944188	77944279	77945610	77945701	77940303	77940385	77946582	77946706	1952	3,14,7	53,86,75	10,14,6	97,109,106	98	98	0.74263974407	1.0	0.054,0.14,0.085	0.093,0.114,0.054	0.006
1953	"ENSMUSG00000040297"	"Suco"	chr1	-	161656804	161656909	161660984	161661072	161655724	161655879	161661604	161662762	1953	59,85,88	48,64,60	80,90,74	63,55,58	98	98	0.862339443255	1.0	0.551,0.57,0.595	0.559,0.621,0.561	-0.008
1954	"ENSMUSG00000028409"	"Smu1"	chr4	-	40753486	40753597	40754507	40754660	40751924	40752053	40755626	40755837	1954	174,202,180	210,217,209	183,175,144	186,179,172	98	98	0.577799657756	1.0	0.453,0.482,0.463	0.496,0.494,0.456	-0.016
1955	"ENSMUSG00000015488"	"Cacfd1"	chr2	+	26905495	26905621	26908384	26908492	26904104	26904177	26908899	26908991	1955	32,35,39	41,34,35	39,44,46	44,46,46	98	98	0.938086013579	1.0	0.438,0.507,0.527	0.47,0.489,0.5	0.004
1956	"ENSMUSG00000005674"	"Tomm40l"	chr1	-	171048373	171048475	171048736	171048829	171048115	171048221	171049140	171049208	1956	35,26,28	31,38,30	20,31,28	31,33,37	98	98	0.544954802297	1.0	0.53,0.406,0.483	0.392,0.484,0.431	0.037
1957	"ENSMUSG00000038116"	"Phf20"	chr2	+	156096145	156096230	156106200	156106280	156093695	156093867	156109074	156109462	1957	41,58,39	39,52,39	48,46,40	39,30,34	98	98	0.291093733861	1.0	0.513,0.527,0.5	0.552,0.605,0.541	-0.053
1958	"ENSMUSG00000038116"	"Phf20"	chr2	+	156096145	156096230	156109074	156109462	156093695	156093867	156114461	156114575	1958	42,55,40	65,71,70	48,48,40	55,65,64	98	98	0.546339913297	1.0	0.393,0.437,0.364	0.466,0.425,0.385	-0.027
1959	"ENSMUSG00000032316"	"Clk3"	chr9	-	57665566	57665633	57665909	57666006	57662534	57662651	57668106	57668323	1959	281,164,285	411,288,515	239,247,268	565,513,492	98	98	0.0327440188455	0.6360602165455305	0.406,0.363,0.356	0.297,0.325,0.353	0.05
1960	"ENSMUSG00000042605"	"Atxn2"	chr5	+	121917480	121917659	121921919	121922102	121915970	121916168	121923277	121923475	1960	43,56,41	30,38,32	56,54,47	48,33,48	98	98	0.505320964934	1.0	0.589,0.596,0.562	0.538,0.621,0.495	0.031
1961	"ENSMUSG00000042605"	"Atxn2"	chr5	+	121919395	121919605	121921919	121922102	121917480	121917659	121923277	121923475	1961	32,25,31	36,53,32	33,40,38	51,38,53	98	98	0.794821851716	1.0	0.471,0.321,0.492	0.393,0.513,0.418	-0.013
1962	"ENSMUSG00000002147"	"Stat6"	chr10	+	127494065	127494129	127494225	127494330	127493424	127493571	127494497	127494569	1962	98,119,117	121,108,111	161,159,170	173,171,152	98	98	0.958590783425	1.0	0.447,0.524,0.513	0.482,0.482,0.528	-0.003
1963	"ENSMUSG00000052760"	"A630001G21Rik"	chr1	-	85646745	85646850	85650818	85650902	85645810	85646089	85664192	85664275	1963	1,2,1	49,29,35	3,4,4	52,40,49	98	98	0.048911342695	0.755852979862881	0.02,0.065,0.028	0.055,0.091,0.075	-0.036
1964	"ENSMUSG00000052760"	"A630001G21Rik"	chr1	-	85652841	85653010	85654179	85654223	85650818	85650902	85664192	85664302	1964	3,4,8	39,34,44	8,8,2	38,50,39	93	98	0.875881201657	1.0	0.075,0.11,0.161	0.182,0.144,0.051	-0.01
1965	"ENSMUSG00000052760"	"A630001G21Rik"	chr1	-	85652841	85653010	85654179	85654336	85650818	85650902	85664192	85664350	1965	48,29,37	39,34,44	49,43,44	38,50,39	98	98	0.632675864688	1.0	0.552,0.46,0.457	0.563,0.462,0.53	-0.029
1966	"ENSMUSG00000052760"	"A630001G21Rik"	chr1	-	85652841	85653010	85654179	85654336	85650818	85651108	85664192	85664302	1966	49,29,37	17,13,14	50,42,45	31,22,16	98	98	0.273335545813	1.0	0.742,0.69,0.725	0.617,0.656,0.738	0.049
1967	"ENSMUSG00000026655"	"Fam107b"	chr2	+	3773832	3774016	3779454	3779605	3714494	3714673	3780537	3783179	1967	258,243,235	489,428,465	244,228,198	446,426,399	98	98	0.908639929055	1.0	0.345,0.362,0.336	0.354,0.349,0.332	0.003
1968	"ENSMUSG00000026655"	"Fam107b"	chr2	+	3773832	3774016	3779456	3779605	3714514	3714673	3780537	3780958	1968	258,243,235	487,425,462	244,228,198	445,423,397	98	98	0.900481918725	1.0	0.346,0.364,0.337	0.354,0.35,0.333	0.003
1969	"ENSMUSG00000041420"	"Meis3"	chr7	+	15911633	15911793	15912669	15913025	15911316	15911498	15915965	15916077	1969	32,49,48	71,55,72	22,30,23	39,37,25	98	98	0.584658787701	1.0	0.311,0.471,0.4	0.361,0.448,0.479	-0.035
1970	"ENSMUSG00000041420"	"Meis3"	chr7	+	15912669	15912720	15912875	15913025	15911885	15911936	15915965	15916077	1970	42,24,24	73,55,72	24,25,22	40,37,25	98	98	0.051904644659	0.7761424742714497	0.365,0.304,0.25	0.375,0.403,0.468	-0.109
1971	"ENSMUSG00000041420"	"Meis3"	chr7	+	15912669	15912720	15912926	15913025	15911885	15911936	15915965	15916077	1971	42,24,24	71,56,73	24,25,22	39,36,25	98	98	0.043566877651	0.7228976902472732	0.372,0.3,0.247	0.381,0.41,0.468	-0.113
1972	"ENSMUSG00000039275"	"Foxk2"	chr11	+	121186854	121187048	121187048	121187177	121181569	121181716	121187739	121187915	1972	82,193,97	3,11,3	81,86,86	2,3,3	98	98	0.245069240613	1.0	0.965,0.946,0.97	0.976,0.966,0.966	-0.009
1973	"ENSMUSG00000039275"	"Foxk2"	chr11	+	121186854	121187048	121187739	121187915	121181569	121181716	121189384	121189681	1973	43,98,50	65,123,62	46,43,52	41,48,39	98	98	0.0403807556168	0.7112830555043966	0.398,0.443,0.446	0.529,0.473,0.571	-0.095
1975	"ENSMUSG00000034575"	"Tent4a"	chr13	-	69650309	69650468	69651024	69651197	69648591	69648756	69651753	69651854	1975	39,65,39	40,44,50	50,55,71	47,33,34	98	98	0.1082331714	1.0	0.494,0.596,0.438	0.515,0.625,0.676	-0.096
1976	"ENSMUSG00000046337"	"Fam178b"	chr1	-	36603410	36603563	36603911	36603989	36601772	36602101	36617599	36617725	1976	3,0,1	3,1,0	1,0,2	1,6,2	98	98	0.577766555394	1.0	0.5,0.0,1.0	0.5,0.0,0.5	0.167
1977	"ENSMUSG00000025979"	"Mob4"	chr1	+	55184282	55184383	55187477	55187520	55175835	55175898	55187706	55187793	1977	112,86,102	127,110,130	100,94,96	116,118,108	98	92	0.785628738066	1.0	0.453,0.423,0.424	0.447,0.428,0.455	-0.01
1978	"ENSMUSG00000022360"	"Atad2"	chr15	-	57980633	57980742	57981740	57981845	57980163	57980279	57984337	57984455	1978	180,316,158	146,276,125	123,120,109	117,105,115	98	98	0.260076551419	1.0	0.552,0.534,0.558	0.512,0.533,0.487	0.037
1979	"ENSMUSG00000022360"	"Atad2"	chr15	-	57981740	57981845	57984337	57984455	57980633	57980742	57985848	57985998	1979	182,409,212	166,312,135	177,167,137	136,118,100	98	98	0.76327950992	1.0	0.523,0.567,0.611	0.565,0.586,0.578	-0.009
1980	"ENSMUSG00000058240"	"Cryzl1"	chr16	-	91504112	91504181	91505716	91505761	91497959	91498093	91509082	91509155	1980	36,21,25	20,19,15	22,37,37	28,32,25	94	98	0.259677246519	1.0	0.652,0.535,0.635	0.45,0.547,0.607	0.073
1981	"ENSMUSG00000025348"	"Itga7"	chr10	+	128777313	128777445	128777690	128777810	128776550	128776806	128778676	128778884	1981	0,0,1	1,1,1	1,2,1	0,0,1	98	98	1.80912422741e-05	0.0018342754666691146	0.0,0.0,0.5	1.0,1.0,0.5	-0.667
1982	"ENSMUSG00000050379"	"Septin6"	chrX	-	36184021	36184066	36186492	36186683	36177098	36180198	36190434	36190567	1982	371,364,332	214,198,223	377,361,305	214,189,180	98	94	0.569487709076	1.0	0.624,0.638,0.588	0.628,0.647,0.619	-0.015
1983	"ENSMUSG00000050379"	"Septin6"	chrX	-	36210220	36210407	36230248	36230444	36205707	36205869	36238715	36238830	1983	317,328,332	374,398,354	341,326,298	336,423,376	98	98	0.855608637083	1.0	0.459,0.452,0.484	0.504,0.435,0.442	0.005
1984	"ENSMUSG00000037754"	"Ppp1r16b"	chr2	+	158537781	158538130	158582655	158582726	158509038	158509169	158588437	158588583	1984	33,24,31	82,70,96	28,25,12	91,81,70	98	98	0.160637684727	1.0	0.287,0.255,0.244	0.235,0.236,0.146	0.056
1985	"ENSMUSG00000019952"	"Poc1b"	chr10	+	98992063	98992213	99000730	99000811	98990930	98990999	99028643	99028859	1985	37,51,40	45,50,52	49,54,34	56,51,47	98	98	0.919240692841	1.0	0.451,0.505,0.435	0.467,0.514,0.42	-0.003
1986	"ENSMUSG00000035273"	"Hpse"	chr5	-	100839164	100839279	100840048	100840155	100836686	100836805	100840750	100840844	1986	8,7,0	12,8,4	8,9,9	2,9,4	98	98	0.0313090233244	0.6227349758829225	0.4,0.467,0.0	0.8,0.5,0.692	-0.375
1987	"ENSMUSG00000073725"	"Lmbrd1"	chr1	+	24732021	24732082	24743901	24743999	24724477	24724654	24745057	24745125	1987	62,47,51	48,44,50	65,67,56	43,70,61	98	98	0.864924951556	1.0	0.564,0.516,0.505	0.602,0.489,0.479	0.005
1988	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	133167009	133167064	133168079	133168310	133163236	133163633	133177594	133177733	1988	37,35,39	4,1,2	36,25,43	1,1,5	98	98	0.955385502247	1.0	0.902,0.972,0.951	0.973,0.962,0.896	-0.002
1989	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	133167009	133167064	133168079	133168310	133164475	133164610	133177594	133177676	1989	39,37,41	42,28,40	39,28,44	45,42,36	98	98	0.442263656205	1.0	0.481,0.569,0.506	0.464,0.4,0.55	0.047
1990	"ENSMUSG00000029104"	"Htt"	chr5	+	34965212	34965260	34968778	34968859	34963916	34964121	34970195	34970536	1990	25,28,26	19,33,22	25,20,20	26,24,25	97	98	0.382155373246	1.0	0.571,0.462,0.544	0.493,0.457,0.447	0.06
1991	"ENSMUSG00000005656"	"Snx6"	chr12	-	54803820	54803860	54807183	54807259	54801074	54801161	54810404	54810510	1991	184,204,172	117,104,94	210,204,173	120,85,98	98	89	0.501930293117	1.0	0.588,0.64,0.624	0.614,0.685,0.616	-0.021
1992	"ENSMUSG00000005656"	"Snx6"	chr12	-	54807183	54807259	54810404	54810510	54803820	54803860	54812368	54812464	1992	159,169,130	145,140,135	153,149,133	139,138,119	98	98	0.939384049571	1.0	0.523,0.547,0.491	0.524,0.519,0.528	-0.003
1993	"ENSMUSG00000005656"	"Snx6"	chr12	-	54807183	54807259	54812368	54812464	54803820	54803860	54814803	54814927	1993	174,178,156	144,140,133	188,164,151	137,139,118	98	98	0.709486629838	1.0	0.547,0.56,0.54	0.578,0.541,0.561	-0.011
1994	"ENSMUSG00000005656"	"Snx6"	chr12	-	54810404	54810510	54812368	54812464	54807183	54807259	54814803	54814927	1994	174,178,158	185,204,172	190,164,152	209,205,173	98	98	0.649685747341	1.0	0.485,0.466,0.479	0.476,0.444,0.468	0.014
1995	"ENSMUSG00000005656"	"Snx6"	chr12	-	54817503	54817625	54830187	54830298	54814803	54814927	54830799	54830904	1995	175,190,142	189,206,154	183,154,160	160,166,178	98	98	0.591105127452	1.0	0.481,0.48,0.48	0.534,0.481,0.473	-0.016
1996	"ENSMUSG00000019518"	"Ap4m1"	chr5	+	138170610	138170699	138171048	138171155	138170263	138170510	138171233	138171330	1996	29,27,28	14,13,13	22,31,26	17,16,15	98	98	0.375112148909	1.0	0.674,0.675,0.683	0.564,0.66,0.634	0.058
1997	"ENSMUSG00000019518"	"Ap4m1"	chr5	+	138171048	138171155	138171233	138171330	138170610	138170699	138173011	138173122	1997	17,17,15	35,20,20	18,19,19	28,28,29	98	98	0.949105766524	1.0	0.327,0.459,0.429	0.391,0.404,0.396	0.008
1998	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107700412	107700541	107704640	107704763	107691823	107691946	107708504	107708624	1998	31,30,19	13,29,18	28,15,29	11,13,20	98	98	0.55797754073	1.0	0.705,0.508,0.514	0.718,0.536,0.592	-0.04
1999	"ENSMUSG00000028613"	"Lrp8"	chr4	+	107705477	107705600	107707300	107707339	107704640	107704763	107708504	107708624	1999	0,1,2	3,1,1	6,5,4	18,12,13	98	88	0.247065098516	1.0	0.0,0.473,0.642	0.23,0.272,0.216	0.132
2000	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103081655	103081817	103082934	103082985	103080549	103080661	103084654	103084735	2000	242,330,270	191,229,159	222,248,212	155,167,124	98	98	0.653511803874	1.0	0.559,0.59,0.629	0.589,0.598,0.631	-0.013
2001	"ENSMUSG00000056268"	"Dennd1b"	chr1	+	139008910	139009011	139018191	139018293	138990598	138990709	139029705	139029831	2001	13,15,22	20,28,25	16,17,24	19,28,22	98	98	0.502859718376	1.0	0.394,0.349,0.468	0.457,0.378,0.522	-0.049
2002	"ENSMUSG00000020898"	"Ctc1"	chr11	+	68920511	68920638	68921309	68921424	68918689	68918890	68921516	68921832	2002	11,33,37	37,42,51	19,21,18	31,34,31	98	98	0.949533865083	1.0	0.229,0.44,0.42	0.38,0.382,0.367	-0.013
2003	"ENSMUSG00000016921"	"Srsf6"	chr2	+	162775573	162775782	162776147	162776231	162773913	162775470	162776331	162777128	2003	1048,1213,939	1034,1380,962	876,962,906	891,931,916	98	98	0.584803570229	1.0	0.503,0.468,0.494	0.496,0.508,0.497	-0.012
2004	"ENSMUSG00000117679"	"Apbb3"	chr18	-	36808333	36808449	36808449	36808577	36808002	36808194	36808715	36808799	2004	20,23,20	101,86,111	36,31,15	124,125,115	98	98	0.803275130453	1.0	0.165,0.211,0.153	0.225,0.199,0.115	-0.003
2005	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103609307	103609440	103631906	103632027	103607426	103607553	103641697	103641792	2005	33,28,43	29,36,23	33,20,28	24,33,23	98	98	0.609572048022	1.0	0.532,0.437,0.652	0.579,0.377,0.549	0.039
