ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1715	"ENSMUSG00000010609"	"Psen2"	chr1	-	180056945	180057052	180056950	180057052	180056407	180056526	1715	3,3,0	7,9,10	2,2,4	10,10,10	54	49	0.779631679167	1.0	0.28,0.232,0.0	0.154,0.154,0.266	-0.021
1716	"ENSMUSG00000025962"	"Fastkd2"	chr1	+	63774621	63775127	63774621	63774730	63776937	63777077	1716	108,131,106	0,1,0	89,116,69	0,0,0	446	49	1	1.0	1.0,0.935,1.0	1.0,1.0,1.0	-0.022
1717	"ENSMUSG00000035086"	"Becn1"	chr11	-	101185791	101185990	101185795	101185990	101184826	101184973	1717	19,26,20	191,165,146	19,28,19	156,149,155	53	49	0.626720886865	1.0	0.084,0.127,0.112	0.101,0.148,0.102	-0.009
1718	"ENSMUSG00000035086"	"Becn1"	chr11	-	101185791	101185990	101185860	101185990	101184826	101184973	1718	449,396,371	3,0,5	365,434,321	4,1,4	118	49	0.684569873866	1.0	0.984,1.0,0.969	0.974,0.994,0.971	0.005
1719	"ENSMUSG00000035086"	"Becn1"	chr11	-	101185795	101185990	101185860	101185990	101184826	101184973	1719	621,535,497	3,0,5	502,555,457	4,1,4	114	49	0.71162547868	1.0	0.989,1.0,0.977	0.982,0.996,0.98	0.003
1720	"ENSMUSG00000035086"	"Becn1"	chr11	-	101185795	101185990	101185860	101185990	101184826	101185054	1720	431,371,351	0,2,0	347,406,302	0,0,0	114	49	1	1.0	1.0,0.988,1.0	1.0,1.0,1.0	-0.004
1721	"ENSMUSG00000035086"	"Becn1"	chr11	-	101187019	101187142	101187083	101187142	101186359	101186450	1721	122,82,95	121,151,132	99,101,75	153,145,155	113	49	0.187613738797	0.9656915137676892	0.304,0.191,0.238	0.219,0.232,0.173	0.036
1722	"ENSMUSG00000026229"	"Psmd1"	chr1	+	86058358	86058453	86058358	86058451	86060435	86060522	1722	12,15,10	134,155,141	10,11,7	125,139,126	51	49	0.464712066376	1.0	0.079,0.085,0.064	0.071,0.071,0.051	0.012
1723	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24695085	24695253	24695093	24695253	24694771	24694916	1723	46,79,68	0,0,0	62,75,73	4,0,3	57	49	0.200529706262	0.9735145696638339	1.0,1.0,1.0	0.93,1.0,0.954	0.039
1724	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24714940	24715079	24714956	24715079	24705742	24705844	1724	8,2,2	87,99,109	1,7,6	73,95,71	65	49	0.395260067195	1.0	0.065,0.015,0.014	0.01,0.053,0.06	-0.01
1725	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24777008	24777081	24777014	24777081	24774157	24774714	1725	9,13,10	42,47,49	6,7,12	34,48,32	55	49	0.843442026861	1.0	0.16,0.198,0.154	0.136,0.115,0.25	0.004
1726	"ENSMUSG00000026972"	"Arrdc1"	chr2	-	24816556	24816739	24816594	24816739	24816283	24816457	1726	106,75,105	0,1,0	109,113,116	0,0,0	87	49	1	1.0	1.0,0.977,1.0	1.0,1.0,1.0	-0.008
1727	"ENSMUSG00000021139"	"Gm20498"	chr12	-	81579138	81579651	81579489	81579651	81551317	81551413	1727	32,25,37	68,44,41	30,31,30	47,41,45	400	49	0.628644127574	1.0	0.055,0.065,0.1	0.073,0.085,0.076	-0.005
1728	"ENSMUSG00000040669"	"Phc1"	chr6	-	122311924	122312042	122311931	122312042	122311028	122311109	1728	5,3,1	39,50,40	7,6,6	43,53,38	56	49	0.0496543847034	0.5203156649170726	0.101,0.05,0.021	0.125,0.09,0.121	-0.055
1729	"ENSMUSG00000025147"	"Mob2"	chr7	-	141570081	141570242	141570130	141570242	141569815	141569909	1729	179,164,161	0,4,5	197,162,196	3,0,2	98	49	0.139999461043	0.861805727526005	1.0,0.953,0.942	0.97,1.0,0.98	-0.018
1730	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26262742	26262837	26262770	26262837	26260844	26260892	1730	69,71,71	7,17,8	50,49,43	12,14,7	77	49	0.15353237324	0.8911606609963955	0.863,0.727,0.85	0.726,0.69,0.796	0.076
1731	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26268461	26268648	26268505	26268648	26268032	26268079	1731	5,4,4	34,42,29	5,3,2	21,29,10	93	49	0.705372213857	1.0	0.072,0.048,0.068	0.111,0.052,0.095	-0.023
1732	"ENSMUSG00000013629"	"Cad"	chr5	+	31234017	31234230	31234017	31234047	31234436	31234562	1732	310,737,232	0,2,2	212,216,163	0,0,0	232	49	1	1.0	1.0,0.987,0.961	1.0,1.0,1.0	-0.017
1733	"ENSMUSG00000023074"	"Mospd1"	chrX	-	52444529	52444750	52444532	52444750	52436580	52436742	1733	0,0,3	30,24,24	2,1,1	30,35,26	52	49	0.454107099056	1.0	0.0,0.0,0.105	0.059,0.026,0.035	-0.005
1735	"ENSMUSG00000034021"	"Pds5b"	chr5	+	150720035	150720141	150720035	150720135	150724042	150724482	1735	54,96,75	104,108,110	55,74,87	87,118,99	55	49	0.877028323546	1.0	0.316,0.442,0.378	0.36,0.358,0.439	-0.007
1736	"ENSMUSG00000042548"	"Asxl1"	chr2	+	153235268	153235707	153235268	153235421	153235801	153235898	1736	346,449,344	0,0,0	337,341,341	1,0,0	335	49	1	1.0	1.0,1.0,1.0	0.98,1.0,1.0	0.007
1737	"ENSMUSG00000020788"	"Atp2a3"	chr11	+	72880300	72880386	72880300	72880373	72882514	72883869	1737	29,17,34	60,44,79	30,33,44	193,181,187	62	49	1.93597726453e-05	0.003162096198732333	0.276,0.234,0.254	0.109,0.126,0.157	0.124
1740	"ENSMUSG00000047731"	"Wbp1l"	chr19	+	46632791	46633006	46632791	46632894	46640912	46641074	1740	60,38,40	74,76,76	60,59,74	53,89,68	161	49	0.0147194711543	0.27955584750414725	0.198,0.132,0.138	0.256,0.168,0.249	-0.068
1741	"ENSMUSG00000026860"	"Sh3glb2"	chr2	-	30245247	30245414	30245272	30245414	30244864	30244993	1741	8,12,16	84,80,93	13,15,10	95,91,88	74	49	0.977297015125	1.0	0.059,0.09,0.102	0.083,0.098,0.07	0.0
1742	"ENSMUSG00000022770"	"Dlg1"	chr16	+	31615683	31615828	31615683	31615783	31624431	31624552	1742	89,103,92	14,9,17	90,108,124	7,13,8	94	49	0.0735200875162	0.6457716554768639	0.768,0.856,0.738	0.87,0.812,0.89	-0.07
1743	"ENSMUSG00000022770"	"Dlg1"	chr16	+	31665651	31665755	31665651	31665751	31672660	31672702	1743	3,2,1	64,84,64	1,1,1	71,76,83	53	49	0.682720008368	1.0	0.042,0.022,0.014	0.013,0.012,0.011	0.014
1744	"ENSMUSG00000040774"	"Cept1"	chr3	-	106446505	106446919	106446758	106446919	106440670	106440818	1744	440,346,463	1,0,0	420,436,386	0,1,4	302	49	0.49736006453	1.0	0.986,1.0,1.0	1.0,0.986,0.94	0.02
1746	"ENSMUSG00000079487"	"Med12"	chrX	+	100337030	100337236	100337030	100337227	100337398	100337476	1746	78,62,83	52,42,44	100,78,82	56,64,45	58	49	0.894533884472	1.0	0.559,0.555,0.614	0.601,0.507,0.606	0.005
1747	"ENSMUSG00000079487"	"Med12"	chrX	+	100337563	100337781	100337563	100337618	100339447	100339694	1747	608,471,597	1,0,0	651,690,599	0,0,0	212	49	1	1.0	0.993,1.0,1.0	1.0,1.0,1.0	-0.002
1751	"ENSMUSG00000026754"	"Golga1"	chr2	-	38937034	38937778	38937597	38937778	38931238	38931364	1751	280,230,253	0,0,0	303,332,278	1,0,0	612	49	1	1.0	1.0,1.0,1.0	0.96,1.0,1.0	0.013
1752	"ENSMUSG00000026754"	"Golga1"	chr2	-	38937034	38937778	38937608	38937778	38931238	38931364	1752	282,233,259	0,1,0	309,343,282	0,1,0	623	49	1	1.0	1.0,0.948,1.0	1.0,0.964,1.0	-0.005
1753	"ENSMUSG00000026754"	"Golga1"	chr2	-	38937597	38937778	38937608	38937778	38931238	38931364	1753	2,3,6	0,1,0	7,11,4	0,1,0	60	49	1	1.0	1.0,0.71,1.0	1.0,0.9,1.0	-0.063
1754	"ENSMUSG00000026754"	"Golga1"	chr2	-	38937597	38937778	38937608	38937778	38937034	38937146	1754	2,3,7	29,21,20	7,11,7	34,32,25	60	49	0.156125715554	0.8911606609963955	0.053,0.104,0.222	0.144,0.219,0.186	-0.057
1755	"ENSMUSG00000038766"	"Gabpb2"	chr3	-	95111041	95112119	95111951	95112119	95107451	95107602	1755	707,698,790	0,0,0	756,771,708	0,1,0	959	49	1	1.0	1.0,1.0,1.0	1.0,0.975,1.0	0.008
1756	"ENSMUSG00000054889"	"Dsp"	chr13	+	38375336	38377631	38375336	38375834	38378671	38382553	1756	1610,1171,1472	38,23,33	1939,2387,2324	44,48,37	1846	49	0.439194464635	1.0	0.529,0.575,0.542	0.539,0.569,0.625	-0.029
1758	"ENSMUSG00000006276"	"Eps15l1"	chr8	-	73132834	73132999	73132927	73132999	73127666	73127790	1758	251,224,240	2,4,1	227,250,253	2,2,3	142	49	0.941834887746	1.0	0.977,0.951,0.988	0.975,0.977,0.967	-0.001
1759	"ENSMUSG00000027944"	"Hax1"	chr3	-	89904693	89905310	89905108	89905310	89903553	89903605	1759	469,548,484	1,0,0	464,474,495	0,1,0	464	49	1	1.0	0.98,1.0,1.0	1.0,0.98,1.0	0.0
1760	"ENSMUSG00000027944"	"Hax1"	chr3	-	89905044	89905310	89905108	89905310	89904693	89904881	1760	154,243,166	1,0,2	176,192,186	1,1,0	113	49	1	1.0	0.985,1.0,0.973	0.987,0.988,1.0	-0.006
1761	"ENSMUSG00000036371"	"Serbp1"	chr6	+	67248181	67248313	67248181	67248304	67249847	67249922	1761	231,347,195	1,3,2	214,224,195	3,3,2	58	49	0.658841928688	1.0	0.995,0.99,0.988	0.984,0.984,0.988	0.006
1763	"ENSMUSG00000026313"	"Hdac4"	chr1	-	91896059	91896180	91896074	91896180	91892501	91892548	1763	22,25,22	6,8,16	27,29,16	9,6,10	64	49	0.631441243147	1.0	0.737,0.705,0.513	0.697,0.787,0.551	-0.027
1764	"ENSMUSG00000030083"	"Abtb1"	chr6	-	88817819	88817882	88817854	88817882	88817691	88817747	1764	93,50,90	4,5,3	111,95,112	11,10,5	84	49	0.131443499687	0.8474646690346053	0.931,0.854,0.946	0.855,0.847,0.929	0.033
1765	"ENSMUSG00000029650"	"Slc46a3"	chr5	-	147831290	147831625	147831518	147831625	147830642	147830855	1765	30,15,35	2,0,3	43,44,50	2,0,3	277	49	0.507384075512	1.0	0.726,1.0,0.674	0.792,1.0,0.747	-0.046
1767	"ENSMUSG00000033124"	"Atg9a"	chr1	-	75162594	75162748	75162653	75162748	75162309	75162489	1767	65,48,63	2,3,5	93,89,81	2,5,5	108	49	0.753832085687	1.0	0.936,0.879,0.851	0.955,0.89,0.88	-0.02
1768	"ENSMUSG00000014791"	"Elmo3"	chr8	+	106032598	106032639	106032598	106032628	106032746	106032819	1768	18,5,13	1,0,2	15,16,13	0,1,2	60	49	0.929169298704	1.0	0.936,1.0,0.841	1.0,0.929,0.841	0.002
1769	"ENSMUSG00000068328"	"Aup1"	chr6	+	83031891	83032029	83031891	83031994	83032109	83032260	1769	249,253,302	2,4,3	315,344,318	0,0,0	84	49	0.729283742495	1.0	0.986,0.974,0.983	1.0,1.0,1.0	-0.019
1771	"ENSMUSG00000028954"	"Nub1"	chr5	+	24899697	24900588	24899697	24899759	24902002	24902185	1771	371,270,418	0,0,0	405,506,468	0,1,0	878	49	1	1.0	1.0,1.0,1.0	1.0,0.966,1.0	0.011
1772	"ENSMUSG00000023072"	"Cep89"	chr7	+	35120299	35120454	35120299	35120383	35122724	35122828	1772	15,19,12	22,32,22	11,10,10	12,18,20	120	49	0.942271232605	1.0	0.218,0.195,0.182	0.272,0.185,0.17	-0.011
1773	"ENSMUSG00000038437"	"Mllt6"	chr11	+	97563282	97563508	97563282	97563418	97564285	97564897	1773	33,27,27	39,58,37	36,44,34	42,46,62	139	49	0.438285418066	1.0	0.23,0.141,0.205	0.232,0.252,0.162	-0.023
1774	"ENSMUSG00000023079"	"Gtf2ird1"	chr5	-	134417280	134417377	134417287	134417377	134414643	134414691	1774	3,2,3	64,93,66	1,1,1	77,60,80	56	49	0.177426097293	0.9426941370636363	0.039,0.018,0.038	0.011,0.014,0.011	0.02
1776	"ENSMUSG00000025237"	"Parp6"	chr9	+	59531200	59531716	59531200	59531295	59531946	59532037	1776	112,120,113	0,0,0	105,91,106	0,1,1	470	49	1	1.0	1.0,1.0,1.0	1.0,0.905,0.917	0.059
1777	"ENSMUSG00000025237"	"Parp6"	chr9	+	59537901	59538112	59537901	59538052	59538622	59538676	1777	133,147,142	25,29,29	121,130,122	21,31,14	109	49	0.570842780862	1.0	0.705,0.695,0.688	0.721,0.653,0.797	-0.028
1778	"ENSMUSG00000025237"	"Parp6"	chr9	+	59548306	59549093	59548306	59548379	59556112	59556192	1778	257,189,198	30,42,37	180,184,226	39,27,49	763	49	0.490431735656	1.0	0.355,0.224,0.256	0.229,0.304,0.229	0.024
1779	"ENSMUSG00000026110"	"Mgat4a"	chr1	-	37537653	37537821	37537680	37537821	37534953	37535094	1779	45,34,46	7,4,11	43,43,34	10,5,7	76	49	0.911708854343	1.0	0.806,0.846,0.729	0.735,0.847,0.758	0.014
1783	"ENSMUSG00000024985"	"Tcf7l2"	chr19	+	55899010	55899113	55899010	55899101	55900990	55901077	1783	7,1,4	0,0,0	6,5,5	1,1,0	61	49	1	1.0	1.0,1.0,1.0	0.828,0.801,1.0	0.124
1786	"ENSMUSG00000026430"	"Rassf5"	chr1	-	131108890	131109188	131108987	131109188	131108289	131108405	1786	877,710,784	1,0,1	858,839,793	0,0,0	146	49	1	1.0	0.997,1.0,0.996	1.0,1.0,1.0	-0.002
1787	"ENSMUSG00000039515"	"Ptpa"	chr2	+	30316410	30316531	30316410	30316508	30318327	30318414	1787	4,5,12	180,204,187	6,6,6	186,198,189	72	49	0.644774670979	1.0	0.015,0.016,0.042	0.021,0.02,0.021	0.004
1788	"ENSMUSG00000039515"	"Ptpa"	chr2	+	30328240	30329776	30328240	30328365	30333301	30333409	1788	1045,863,1079	0,0,1	1016,1105,950	0,0,0	1460	49	1	1.0	1.0,1.0,0.973	1.0,1.0,1.0	-0.009
1790	"ENSMUSG00000027297"	"Ltk"	chr2	-	119583594	119583972	119583907	119583972	119583406	119583504	1790	137,150,144	3,5,5	77,77,78	3,4,6	362	49	0.160396196924	0.9038354941474713	0.861,0.802,0.796	0.776,0.723,0.638	0.107
1792	"ENSMUSG00000064302"	"Clasp1"	chr1	+	118430582	118430728	118430582	118430699	118431549	118431685	1792	77,81,86	3,1,2	88,79,82	2,4,1	78	49	0.763473873304	1.0	0.942,0.981,0.964	0.965,0.925,0.981	0.005
1794	"ENSMUSG00000026705"	"Klhl20"	chr1	-	160925832	160926855	160926711	160926855	160923098	160923307	1794	302,219,297	1,0,0	313,304,305	0,1,0	928	49	1	1.0	0.941,1.0,1.0	1.0,0.941,1.0	0.0
1795	"ENSMUSG00000026385"	"Dbi"	chr1	-	120047518	120047742	120047624	120047742	120044115	120044178	1795	7,1,7	283,317,287	7,6,2	269,281,262	155	49	1	1.0	0.008,0.001,0.008	0.008,0.007,0.002	0.0
1796	"ENSMUSG00000003038"	"Hmgn2"	chr4	-	133694070	133694106	133694076	133694106	133693739	133693790	1796	14,24,12	373,499,399	21,10,20	363,356,337	55	49	0.359099891549	1.0	0.032,0.041,0.026	0.049,0.024,0.05	-0.008
1797	"ENSMUSG00000039117"	"Taf4"	chr2	-	179573772	179574018	179573808	179574018	179568008	179568123	1797	15,18,19	0,1,0	23,15,10	0,1,1	85	49	1	1.0	1.0,0.912,1.0	1.0,0.896,0.852	0.055
1798	"ENSMUSG00000039117"	"Taf4"	chr2	-	179573772	179574018	179573808	179574018	179571069	179571217	1798	21,38,31	18,31,30	37,30,18	36,32,29	85	49	0.248118280956	1.0	0.402,0.414,0.373	0.372,0.351,0.264	0.067
1799	"ENSMUSG00000030330"	"Ing4"	chr6	+	125024173	125024288	125024173	125024279	125024441	125024550	1799	34,32,38	2,0,1	36,58,42	2,1,2	58	49	0.356405282747	1.0	0.935,1.0,0.97	0.938,0.98,0.947	0.013
1800	"ENSMUSG00000030330"	"Ing4"	chr6	+	125024173	125024288	125024173	125024279	125024444	125024550	1800	169,123,162	69,50,73	168,211,190	71,74,47	58	49	0.141571433882	0.8675486326107232	0.674,0.675,0.652	0.667,0.707,0.774	-0.049
1802	"ENSMUSG00000027327"	"1700037H04Rik"	chr2	-	130995504	130995630	130995513	130995630	130993537	130993680	1802	0,5,1	30,59,37	2,0,0	56,49,54	58	49	0.305887297928	1.0	0.0,0.067,0.022	0.029,0.0,0.0	0.02
1803	"ENSMUSG00000005672"	"Kit"	chr5	+	75799624	75799818	75799624	75799806	75801152	75801259	1803	2,1,1	4,1,1	2,0,1	3,3,3	61	49	0.190009620802	0.9656915137676892	0.287,0.445,0.445	0.349,0.0,0.211	0.206
1805	"ENSMUSG00000020260"	"Pofut2"	chr10	+	77101669	77101866	77101669	77101795	77102746	77102927	1805	20,12,15	26,26,25	19,13,13	28,34,29	120	49	0.443205044253	1.0	0.239,0.159,0.197	0.217,0.135,0.155	0.029
1806	"ENSMUSG00000055296"	"Tmem245"	chr4	-	56903353	56904049	56903917	56904049	56903211	56903247	1806	11,9,12	0,0,1	9,9,7	0,0,0	613	49	1	1.0	1.0,1.0,0.49	1.0,1.0,1.0	-0.17
1807	"ENSMUSG00000055296"	"Tmem245"	chr4	-	56911940	56912130	56912047	56912130	56910156	56910247	1807	0,1,0	18,17,15	0,1,0	14,13,19	156	49	1	1.0	0.0,0.018,0.0	0.0,0.024,0.0	-0.002
1809	"ENSMUSG00000097767"	"Miat"	chr5	-	112376166	112376222	112376174	112376222	112375920	112376044	1809	1,1,0	0,0,1	0,1,0	0,0,0	57	49	1	1.0	1.0,1.0,0.0	NA,1.0,NA	-0.333
1810	"ENSMUSG00000023572"	"Ccndbp1"	chr2	+	120841914	120842039	120841914	120842011	120842163	120842237	1810	33,21,24	92,74,90	38,33,39	104,124,94	77	49	0.501046604846	1.0	0.186,0.153,0.145	0.189,0.145,0.209	-0.02
1812	"ENSMUSG00000028796"	"Phc2"	chr4	+	128637146	128637349	128637146	128637254	128638794	128638924	1812	281,252,257	18,15,12	294,327,318	14,19,12	144	49	0.46522919234	1.0	0.842,0.851,0.879	0.877,0.854,0.9	-0.02
1813	"ENSMUSG00000046971"	"Pla2g4f"	chr2	-	120133547	120133871	120133733	120133871	120133207	120133423	1813	11,7,12	1,0,0	15,19,18	0,0,0	235	49	1	1.0	0.696,1.0,1.0	1.0,1.0,1.0	-0.101
1814	"ENSMUSG00000042349"	"Ikbke"	chr1	-	131203443	131203584	131203515	131203584	131202886	131203016	1814	287,121,160	2,0,1	230,275,221	0,1,1	121	49	1	1.0	0.983,1.0,0.985	1.0,0.991,0.989	-0.004
1815	"ENSMUSG00000044573"	"Acp1"	chr12	-	30954716	30954982	30954868	30954982	30947743	30947805	1815	60,59,55	40,44,23	62,69,53	28,27,20	201	49	0.0619020005539	0.5810724189925479	0.268,0.246,0.368	0.351,0.384,0.392	-0.082
1816	"ENSMUSG00000044573"	"Acp1"	chr12	-	30954868	30955141	30955067	30955141	30947743	30947805	1816	64,78,43	1,2,0	45,40,38	2,0,1	248	49	0.516737826756	1.0	0.927,0.885,1.0	0.816,1.0,0.882	0.038
1817	"ENSMUSG00000020227"	"Irak3"	chr10	-	120000945	120001116	120000997	120001116	119982335	119982534	1817	0,1,0	0,0,4	0,0,2	2,2,4	101	49	1	1.0	NA,1.0,0.0	0.0,0.0,0.195	0.435
1818	"ENSMUSG00000002833"	"Hdgfl2"	chr17	+	56405973	56406387	56405973	56406075	56406858	56406985	1818	727,679,711	0,1,0	696,753,675	1,1,1	361	49	1	1.0	1.0,0.989,1.0	0.99,0.99,0.989	0.007
1820	"ENSMUSG00000100277"	"1810053B23Rik"	chr16	-	93143747	93144076	93144027	93144076	93141762	93141935	1820	46,47,77	2,1,1	55,76,67	2,3,2	329	49	0.240277257608	1.0	0.774,0.875,0.92	0.804,0.79,0.833	0.047
1821	"ENSMUSG00000097075"	"Cdiptos"	chr7	-	126573780	126573884	126573850	126573884	126573624	126573682	1821	1,2,1	0,0,0	2,3,3	1,0,1	119	49	1	1.0	1.0,1.0,1.0	0.452,1.0,0.553	0.332
1823	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145107324	145107727	145107324	145107375	145110116	145110269	1823	10,10,12	53,73,59	8,6,15	47,57,66	401	49	0.92640069188	1.0	0.023,0.016,0.024	0.02,0.013,0.027	0.001
1824	"ENSMUSG00000005763"	"Cd247"	chr1	+	165694223	165694467	165694223	165694317	165696586	165698722	1824	215,218,198	6,2,7	294,293,249	11,6,8	199	49	0.396286585978	1.0	0.898,0.964,0.874	0.868,0.923,0.885	0.02
1825	"ENSMUSG00000030104"	"Edem1"	chr6	+	108828170	108828463	108828170	108828244	108829450	108829547	1825	947,792,1058	509,504,588	1109,1182,1293	681,591,562	268	49	0.207709538575	0.9919706772567829	0.254,0.223,0.248	0.229,0.268,0.296	-0.023
1827	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107987582	107988090	107987959	107988090	107987378	107987490	1827	157,220,132	0,1,0	139,139,130	0,0,0	426	49	1	1.0	1.0,0.962,1.0	1.0,1.0,1.0	-0.013
1828	"ENSMUSG00000021483"	"Cdk20"	chr13	+	64584306	64584428	64584306	64584417	64584579	64584642	1828	37,33,34	1,1,1	52,54,49	1,0,1	60	49	0.483001371522	1.0	0.968,0.964,0.965	0.977,1.0,0.976	-0.019
1829	"ENSMUSG00000021483"	"Cdk20"	chr13	+	64584579	64584660	64584579	64584642	64585202	64585326	1829	9,12,18	31,38,37	19,10,13	42,29,33	67	49	0.711137246658	1.0	0.175,0.188,0.262	0.249,0.201,0.224	-0.016
1831	"ENSMUSG00000040687"	"Madd"	chr2	-	90988749	90988833	90988752	90988833	90988329	90988488	1831	84,69,72	9,13,14	66,63,61	14,8,16	52	49	0.428660782559	1.0	0.898,0.833,0.829	0.816,0.881,0.782	0.027
1832	"ENSMUSG00000040687"	"Madd"	chr2	-	90988749	90988833	90988761	90988833	90988329	90988488	1832	99,83,100	20,23,18	84,79,75	19,18,16	61	49	0.91922982122	1.0	0.799,0.744,0.817	0.78,0.779,0.79	0.004
1833	"ENSMUSG00000040687"	"Madd"	chr2	-	90988749	90988833	90988806	90988833	90988329	90988488	1833	217,191,212	3,3,2	195,184,165	0,3,2	106	49	0.381595386266	1.0	0.971,0.967,0.98	1.0,0.966,0.974	-0.007
1834	"ENSMUSG00000040687"	"Madd"	chr2	-	90988752	90988833	90988761	90988833	90988329	90988488	1834	24,27,42	20,23,18	32,24,30	19,18,16	58	49	0.788649622724	1.0	0.503,0.498,0.663	0.587,0.53,0.613	-0.022
1835	"ENSMUSG00000040687"	"Madd"	chr2	-	90988752	90988833	90988806	90988833	90988329	90988488	1835	142,135,154	3,3,2	143,129,120	0,3,2	103	49	0.349227863495	1.0	0.957,0.955,0.973	1.0,0.953,0.966	-0.011
1836	"ENSMUSG00000040687"	"Madd"	chr2	-	90988761	90988833	90988806	90988833	90988329	90988488	1836	138,131,130	3,3,2	130,123,106	0,3,2	94	49	0.357348911252	1.0	0.96,0.958,0.971	1.0,0.955,0.965	-0.01
1837	"ENSMUSG00000040687"	"Madd"	chr2	-	90997258	90997508	90997387	90997508	90996890	90997030	1837	292,260,249	8,14,7	257,247,243	10,6,5	178	49	0.364908006871	1.0	0.909,0.836,0.907	0.876,0.919,0.93	-0.024
1839	"ENSMUSG00000040687"	"Madd"	chr2	-	90997868	90998063	90997872	90998063	90997387	90997508	1839	1,1,1	1,1,0	1,1,1	0,0,0	53	49	1	1.0	0.48,0.48,1.0	1.0,1.0,1.0	-0.347
1843	"ENSMUSG00000032604"	"Qars"	chr9	+	108386075	108386203	108386075	108386185	108386347	108386423	1843	6,7,9	225,207,213	6,5,6	197,235,231	67	49	0.372234431343	1.0	0.019,0.024,0.03	0.022,0.015,0.019	0.006
1844	"ENSMUSG00000032604"	"Qars"	chr9	+	108389681	108389781	108389681	108389768	108389898	108389977	1844	241,209,243	1,0,0	215,239,217	0,0,1	62	49	1	1.0	0.995,1.0,1.0	1.0,1.0,0.994	0.0
1845	"ENSMUSG00000032604"	"Qars"	chr9	+	108391944	108392043	108391944	108392028	108392165	108392232	1845	76,82,57	0,1,0	67,63,86	1,0,0	64	49	1	1.0	1.0,0.984,1.0	0.981,1.0,1.0	0.001
1846	"ENSMUSG00000032604"	"Qars"	chr9	+	108391944	108392072	108391944	108392028	108392165	108392232	1846	347,313,317	0,1,0	258,319,313	1,0,0	93	49	1	1.0	1.0,0.994,1.0	0.993,1.0,1.0	0.0
1847	"ENSMUSG00000032604"	"Qars"	chr9	+	108391944	108392072	108391944	108392043	108392165	108392232	1847	273,231,261	2,0,1	193,258,227	2,2,0	78	49	1	1.0	0.988,1.0,0.994	0.984,0.988,1.0	0.003
1848	"ENSMUSG00000021432"	"Slc35b3"	chr13	-	39139624	39139912	39139796	39139912	39138084	39138206	1848	182,138,170	16,14,16	155,179,198	11,10,5	221	49	0.0143029319411	0.27592270280074804	0.716,0.686,0.702	0.758,0.799,0.898	-0.117
1849	"ENSMUSG00000027472"	"Pdrg1"	chr2	-	152857127	152857347	152857153	152857347	152855929	152856005	1849	8,9,14	111,105,114	7,11,10	136,162,161	75	49	0.135645714333	0.8550568851453965	0.045,0.053,0.074	0.033,0.042,0.039	0.019
1857	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36682234	36682392	36682273	36682392	36680270	36680353	1857	1,1,0	52,61,54	0,2,0	63,68,60	88	49	1	1.0	0.011,0.009,0.0	0.0,0.016,0.0	0.001
1858	"ENSMUSG00000039623"	"Ap5z1"	chr5	+	142456148	142458139	142456148	142456311	142459662	142459805	1858	352,410,447	0,0,0	351,447,482	0,1,0	1877	49	1	1.0	1.0,1.0,1.0	1.0,0.921,1.0	0.026
1859	"ENSMUSG00000024835"	"Coro1b"	chr19	+	4198617	4198735	4198617	4198721	4199340	4199543	1859	117,90,87	17,12,18	110,105,102	24,27,29	63	49	0.0283870787975	0.388538229351257	0.843,0.854,0.79	0.781,0.752,0.732	0.074
1861	"ENSMUSG00000034684"	"Sema3f"	chr9	-	107562523	107562746	107562542	107562746	107561886	107561975	1861	35,14,18	3,3,5	21,29,27	0,3,2	68	49	0.0353217727519	0.4434760206723383	0.894,0.771,0.722	1.0,0.874,0.907	-0.131
1863	"ENSMUSG00000034684"	"Sema3f"	chr9	-	107566848	107566978	107566884	107566978	107565428	107565548	1863	4,1,3	24,6,20	2,4,3	8,16,19	85	49	0.605870653351	1.0	0.088,0.088,0.08	0.126,0.126,0.083	-0.026
1865	"ENSMUSG00000097195"	"Snhg5"	chr9	-	88404359	88404941	88404536	88404941	88403970	88404028	1865	253,458,245	0,5,1	209,243,197	1,1,2	226	49	0.768241294969	1.0	1.0,0.952,0.982	0.978,0.981,0.955	0.007
1866	"ENSMUSG00000097195"	"Snhg5"	chr9	-	88404359	88404941	88404903	88404941	88403970	88404028	1866	1129,2015,1172	0,4,0	991,1064,990	0,2,1	593	49	1	1.0	1.0,0.977,1.0	1.0,0.978,0.988	0.004
1867	"ENSMUSG00000097195"	"Snhg5"	chr9	-	88404536	88404941	88404903	88404941	88403970	88404028	1867	876,1562,928	0,4,0	783,822,795	0,2,1	416	49	1	1.0	1.0,0.979,1.0	1.0,0.98,0.989	0.003
