ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2380	"ENSMUSG00000022106"	"Rcbtb2"	chr14	+	73414434	73416003	73414434	73414574	73415872	73416003	2380	147,101,144	465,412,435	103,120,111	292,356,337	98	49	0.272266427277	0.8782107799486584	0.136,0.109,0.142	0.15,0.144,0.141	-0.016
2381	"ENSMUSG00000027433"	"Xrn2"	chr2	+	146871646	146871896	146871646	146871704	146871788	146871896	2381	23,38,23	119,148,138	27,22,21	127,140,122	98	49	0.465086826163	0.9941314544587068	0.088,0.114,0.077	0.096,0.073,0.079	0.01
2384	"ENSMUSG00000027193"	"Api5"	chr2	-	94257277	94257922	94257277	94257429	94257856	94257922	2384	13,6,7	121,136,116	4,7,4	106,112,112	98	49	0.155071615921	0.7257003149561405	0.051,0.022,0.029	0.019,0.03,0.018	0.012
2385	"ENSMUSG00000075590"	"Nrbp2"	chr15	-	75962094	75962391	75962094	75962135	75962301	75962391	2385	11,6,10	1,1,1	20,26,23	1,3,7	98	49	0.149722870999	0.7198796625810505	0.846,0.75,0.833	0.909,0.812,0.622	0.029
2387	"ENSMUSG00000043929"	"Klhl15"	chrX	+	93278595	93279026	93278595	93278731	93278826	93279026	2387	7,2,1	4,6,2	1,1,2	2,2,4	98	49	0.695048537755	1.0	0.467,0.143,0.2	0.2,0.2,0.2	0.07
2390	"ENSMUSG00000030556"	"Lrrc28"	chr7	-	67290851	67294955	67290851	67291088	67294925	67294955	2390	0,0,2	21,38,29	0,0,0	41,31,39	98	49	1	1.0	0.0,0.0,0.033	0.0,0.0,0.0	0.011
2391	"ENSMUSG00000033916"	"Chmp2a"	chr7	-	12766361	12766748	12766361	12766492	12766568	12766748	2391	51,46,48	221,220,228	56,52,51	208,251,246	98	49	0.780387096204	1.0	0.103,0.095,0.095	0.119,0.094,0.094	-0.005
2392	"ENSMUSG00000033916"	"Chmp2a"	chr7	-	12766361	12766748	12766361	12766492	12766718	12766748	2392	357,309,347	5,0,4	341,327,353	2,5,5	98	49	0.476657386173	1.0	0.973,1.0,0.977	0.988,0.97,0.972	0.007
2394	"ENSMUSG00000039231"	"Suv39h1"	chrX	-	7929934	7930296	7929934	7930064	7930149	7930296	2394	33,58,49	76,105,71	49,54,47	69,73,66	98	49	0.125245373711	0.6833320311386345	0.178,0.216,0.257	0.262,0.27,0.263	-0.048
2395	"ENSMUSG00000031232"	"Magt1"	chrX	-	105011689	105015085	105011689	105014632	105015041	105015085	2395	149,127,158	7,5,4	170,173,170	10,9,4	98	49	0.498711013114	1.0	0.914,0.927,0.952	0.895,0.906,0.955	0.012
2396	"ENSMUSG00000028826"	"Maco1"	chr4	-	134530069	134534002	134530069	134531875	134533827	134534002	2396	22,17,23	57,65,79	19,16,16	88,80,67	98	49	0.117415002781	0.6755859620356484	0.162,0.116,0.127	0.097,0.091,0.107	0.037
2397	"ENSMUSG00000027465"	"Tbc1d20"	chr2	+	152149908	152150351	152149908	152150095	152150249	152150351	2397	34,22,32	66,74,78	40,28,27	66,83,76	98	49	0.816905544949	1.0	0.205,0.129,0.17	0.233,0.144,0.151	-0.008
2398	"ENSMUSG00000056941"	"Commd7"	chr2	-	153460753	153463739	153460753	153461432	153463689	153463739	2398	28,17,23	1,1,0	25,33,23	0,2,0	98	49	1	1.0	0.933,0.895,1.0	1.0,0.892,1.0	-0.021
2399	"ENSMUSG00000019802"	"Sec63"	chr10	+	42672201	42673729	42672201	42672260	42673678	42673729	2399	10,8,7	75,102,85	10,9,9	71,80,80	98	49	0.428703789886	0.9814143125530848	0.062,0.038,0.04	0.066,0.053,0.053	-0.011
2400	"ENSMUSG00000019802"	"Sec63"	chr10	+	42672201	42674851	42672201	42673729	42674742	42674851	2400	18,27,31	86,91,92	23,23,15	101,94,82	98	49	0.225227284421	0.8390073481564687	0.095,0.129,0.144	0.102,0.109,0.084	0.024
2401	"ENSMUSG00000034994"	"Eef2"	chr10	+	81017061	81017459	81017061	81017244	81017326	81017459	2401	210,294,218	3008,4054,2874	193,203,193	2710,2980,2772	98	49	0.683306504125	1.0	0.034,0.035,0.037	0.034,0.033,0.034	0.002
2402	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155752276	155753756	155752276	155752384	155753660	155753756	2402	3,5,3	49,53,55	5,0,3	41,33,38	98	49	0.804750829819	1.0	0.03,0.045,0.027	0.057,0.0,0.038	0.002
2403	"ENSMUSG00000005882"	"Uqcc1"	chr2	-	155752276	155753756	155752276	155752387	155753660	155753756	2403	1,0,2	2,4,4	2,0,0	1,3,3	98	49	0.404380294028	0.9686521493179698	0.2,0.0,0.2	0.5,0.0,0.0	-0.033
2404	"ENSMUSG00000036718"	"Micall2"	chr5	-	139694640	139695344	139694640	139694755	139695270	139695344	2404	3,0,1	10,5,4	1,0,0	5,11,7	98	49	0.310474587852	0.9106525763405493	0.13,0.0,0.111	0.091,0.0,0.0	0.05
2405	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208608	4208918	4208608	4208716	4208801	4208918	2405	65,58,69	2,1,1	96,99,84	0,1,2	98	49	1	1.0	0.942,0.967,0.972	1.0,0.98,0.955	-0.018
2406	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208608	4208918	4208608	4208716	4208827	4208918	2406	69,71,90	26,17,18	106,118,105	18,26,26	98	49	0.338489189822	0.9278426808720919	0.57,0.676,0.714	0.746,0.694,0.669	-0.05
2407	"ENSMUSG00000074646"	"6430550D23Rik"	chr2	-	155845020	155845405	155845020	155845170	155845244	155845405	2407	3,1,4	1,1,1	10,7,4	0,0,1	98	49	0.877787065122	1.0	0.6,0.333,0.667	1.0,1.0,0.667	-0.356
2410	"ENSMUSG00000038180"	"Spag4"	chr2	+	155909008	155909483	155909008	155909052	155909374	155909483	2410	0,1,0	1,0,0	0,0,2	0,1,0	98	49	1	1.0	0.0,1.0,NA	NA,0.0,1.0	0.0
2411	"ENSMUSG00000004952"	"Rasa4"	chr5	+	136130097	136130543	136130097	136130248	136130478	136130543	2411	21,30,34	4,7,8	30,26,27	17,9,9	98	49	0.0512054195199	0.4535612106976127	0.724,0.682,0.68	0.469,0.591,0.6	0.142
2412	"ENSMUSG00000004952"	"Rasa4"	chr5	+	136133369	136134593	136133369	136133507	136134457	136134593	2412	12,6,4	33,19,30	6,17,7	26,33,38	98	49	0.646797717718	1.0	0.154,0.136,0.062	0.103,0.205,0.084	-0.013
2413	"ENSMUSG00000074643"	"Cpne1"	chr2	-	155915718	155916229	155915718	155915912	155916095	155916229	2413	161,159,177	8,8,12	203,247,190	14,17,11	98	49	0.493609684192	1.0	0.91,0.909,0.881	0.879,0.879,0.896	0.015
2414	"ENSMUSG00000074643"	"Cpne1"	chr2	-	155915718	155916229	155915718	155915955	155916095	155916229	2414	40,20,38	80,103,90	40,37,39	125,137,127	98	49	0.359532935152	0.9432785353751686	0.2,0.088,0.174	0.138,0.119,0.133	0.024
2415	"ENSMUSG00000074643"	"Cpne1"	chr2	-	155920671	155920894	155920671	155920743	155920819	155920894	2415	51,43,39	176,152,172	74,62,71	237,226,250	98	49	0.529726533486	1.0	0.127,0.124,0.102	0.135,0.121,0.124	-0.009
2417	"ENSMUSG00000024104"	"Washc2"	chr6	+	116231050	116232129	116231050	116231179	116232009	116232129	2417	53,36,44	0,2,0	37,47,49	0,2,0	98	49	1	1.0	1.0,0.9,1.0	1.0,0.922,1.0	-0.007
2418	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102086574	102086943	102086574	102086694	102086777	102086943	2418	19,22,14	23,15,18	16,20,13	12,9,21	98	49	0.605227656338	1.0	0.292,0.423,0.28	0.4,0.526,0.236	-0.056
2419	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102086574	102086943	102086574	102086720	102086777	102086943	2419	15,13,13	0,1,1	16,16,12	0,1,0	98	49	1	1.0	1.0,0.867,0.867	1.0,0.889,1.0	-0.052
2420	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102086574	102087148	102086574	102086943	102087063	102087148	2420	14,10,12	57,48,34	9,11,15	41,38,38	98	49	0.631177122409	1.0	0.109,0.094,0.15	0.099,0.126,0.165	-0.012
2421	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102087364	102088262	102087364	102087498	102088164	102088262	2421	15,10,8	0,2,0	14,13,14	1,0,1	98	49	1	1.0	1.0,0.714,1.0	0.875,1.0,0.875	-0.012
2422	"ENSMUSG00000062175"	"Tgif2"	chr2	+	156695048	156697490	156695048	156695148	156695265	156697490	2422	49,36,36	1,0,5	48,44,39	1,1,2	98	49	0.794090974094	1.0	0.961,1.0,0.783	0.96,0.957,0.907	-0.027
2423	"ENSMUSG00000052566"	"Hook2"	chr8	+	85722364	85722566	85722364	85722395	85722467	85722566	2423	23,18,23	1,1,1	18,18,21	2,3,2	98	49	0.0548841465007	0.472850758578901	0.92,0.9,0.92	0.818,0.75,0.84	0.111
2424	"ENSMUSG00000027087"	"Itgav"	chr2	+	83633583	83637260	83633583	83633680	83636976	83637260	2424	57,43,46	0,1,1	63,77,66	0,0,1	98	49	1	1.0	1.0,0.956,0.958	1.0,1.0,0.971	-0.019
2425	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55738915	55739350	55738915	55739050	55739286	55739350	2425	5,9,11	3,11,5	11,17,15	7,12,7	98	49	0.566015470078	1.0	0.455,0.29,0.524	0.44,0.415,0.517	-0.034
2426	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55738915	55739890	55738915	55739350	55739681	55739890	2426	2,1,2	7,6,8	5,10,4	14,18,17	98	49	0.14114946316	0.7051124606433582	0.125,0.077,0.111	0.152,0.217,0.105	-0.054
2427	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55742856	55743116	55742856	55742923	55743026	55743116	2427	13,5,4	4,6,8	6,14,18	6,4,3	98	49	0.124635145868	0.6833320311386345	0.619,0.294,0.2	0.333,0.636,0.75	-0.202
2429	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34576953	34578493	34576953	34577055	34578329	34578493	2429	38,15,25	153,130,163	35,32,29	205,190,203	98	49	0.718922252602	1.0	0.11,0.055,0.071	0.079,0.078,0.067	0.004
2430	"ENSMUSG00000015085"	"Entpd2"	chr2	+	25289293	25289748	25289293	25289548	25289628	25289748	2430	4,5,3	4,2,6	1,0,3	3,10,5	98	49	0.00556611361009	0.14346357025443907	0.333,0.556,0.2	0.143,0.0,0.231	0.238
2431	"ENSMUSG00000017721"	"Pigt"	chr2	+	164343000	164343570	164343000	164343088	164343404	164343570	2431	37,35,36	3,1,0	41,48,39	1,2,1	98	49	0.578738498705	1.0	0.86,0.946,1.0	0.953,0.923,0.951	-0.007
2434	"ENSMUSG00000025280"	"Polr3a"	chr14	-	24502260	24502743	24502260	24502392	24502578	24502743	2434	20,13,23	28,39,22	13,22,18	34,35,26	98	49	0.662998903573	1.0	0.263,0.143,0.343	0.16,0.239,0.257	0.031
2435	"ENSMUSG00000017999"	"Ddx27"	chr2	+	166862419	166862634	166862419	166862463	166862547	166862634	2435	13,23,12	109,141,94	14,10,12	65,85,77	98	49	0.678529306182	1.0	0.056,0.075,0.06	0.097,0.056,0.072	-0.011
2436	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352453	74352638	2436	77,33,62	126,141,162	61,66,70	159,170,169	98	49	0.972573648592	1.0	0.234,0.105,0.161	0.161,0.163,0.172	0.001
2438	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19089025	19089286	19089025	19089097	19089217	19089286	2438	21,25,32	39,68,47	31,38,42	32,32,38	98	49	0.000363733241134	0.029952703955658275	0.212,0.155,0.254	0.326,0.373,0.356	-0.145
2439	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19089025	19089286	19089025	19089104	19089217	19089286	2439	23,25,31	1,1,0	35,36,40	2,0,0	98	49	1	1.0	0.92,0.926,1.0	0.897,1.0,1.0	-0.017
2440	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100459366	100460067	100459366	100459544	100459772	100460067	2440	7,6,7	56,54,44	10,6,6	34,42,53	98	49	0.432117917279	0.9814143125530848	0.059,0.053,0.074	0.128,0.067,0.054	-0.021
2441	"ENSMUSG00000055681"	"Cope"	chr8	+	70757283	70759301	70757283	70757346	70759148	70759301	2441	82,65,72	1,1,0	61,87,75	0,0,0	98	49	1	1.0	0.976,0.97,1.0	1.0,1.0,1.0	-0.018
2442	"ENSMUSG00000055681"	"Cope"	chr8	+	70765355	70765640	70765355	70765430	70765508	70765640	2442	55,66,46	93,89,95	60,68,80	108,110,89	98	49	0.454515707331	0.9890962627595	0.228,0.27,0.195	0.217,0.236,0.31	-0.023
2443	"ENSMUSG00000051811"	"Cox6b2"	chr7	-	4755722	4756022	4755722	4755848	4755951	4756022	2443	26,20,27	18,13,12	16,10,15	2,12,8	98	49	0.700362207649	1.0	0.419,0.435,0.529	0.8,0.294,0.484	-0.065
2446	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733753	7733818	7733905	7734062	2446	6,3,4	282,268,282	9,4,3	310,344,311	98	49	1	1.0	0.011,0.006,0.007	0.014,0.006,0.005	-0.0
2447	"ENSMUSG00000028064"	"Sema4a"	chr3	-	88358651	88359093	88358651	88358757	88358994	88359093	2447	30,16,17	70,20,26	26,24,28	28,45,35	98	49	0.273818631929	0.8798106861980984	0.176,0.286,0.246	0.317,0.211,0.286	-0.035
2448	"ENSMUSG00000028064"	"Sema4a"	chr3	-	88358651	88359093	88358651	88358774	88358994	88359093	2448	30,12,14	12,4,4	19,24,21	7,10,6	98	49	0.960608267477	1.0	0.556,0.6,0.636	0.576,0.545,0.636	0.012
2449	"ENSMUSG00000028064"	"Sema4a"	chr3	-	88358651	88359093	88358651	88358804	88358994	88359093	2449	28,7,14	4,0,1	17,18,17	3,3,1	98	49	0.47842579688	1.0	0.778,1.0,0.875	0.739,0.75,0.895	0.09
2450	"ENSMUSG00000043410"	"Hfm1"	chr5	-	107050787	107052224	107050787	107050939	107052091	107052224	2450	0,0,1	1,2,2	0,0,0	1,1,0	98	49	1	1.0	0.0,0.0,0.2	0.0,0.0,NA	0.067
2451	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114961746	114962817	114961746	114961770	114962693	114962817	2451	101,71,109	0,0,1	104,96,98	0,0,1	98	49	1	1.0	1.0,1.0,0.982	1.0,1.0,0.98	0.001
2452	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114961746	114962817	114961746	114961801	114962693	114962817	2452	103,68,97	0,1,0	90,123,107	1,0,1	98	49	1	1.0	1.0,0.971,1.0	0.978,1.0,0.982	0.004
2453	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114961746	114962817	114961746	114961897	114962693	114962817	2453	27,23,32	65,57,60	23,31,37	47,59,52	98	49	0.228194605375	0.8429974926326821	0.172,0.168,0.211	0.197,0.208,0.262	-0.039
2456	"ENSMUSG00000031171"	"Ftsj1"	chrX	-	8112574	8113019	8112574	8112658	8112965	8113019	2456	9,10,8	0,1,0	12,8,7	0,0,0	98	49	1	1.0	1.0,0.833,1.0	1.0,1.0,1.0	-0.056
2457	"ENSMUSG00000031171"	"Ftsj1"	chrX	-	8116634	8116877	8116634	8116725	8116807	8116877	2457	5,3,5	28,35,39	1,5,6	39,33,39	98	49	0.734763543834	1.0	0.082,0.041,0.06	0.013,0.07,0.071	0.01
2458	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	2458	76,51,56	34,20,45	75,65,67	37,43,33	98	49	0.914781872668	1.0	0.528,0.56,0.384	0.503,0.43,0.504	0.012
2459	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756561	41756938	41756995	2459	42,28,39	0,0,1	40,46,44	0,0,0	98	49	1	1.0	1.0,1.0,0.951	1.0,1.0,1.0	-0.016
2460	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756811	41756938	41756995	2460	24,8,20	50,34,64	15,27,21	54,48,43	98	49	0.358274788585	0.9415614495286846	0.194,0.105,0.135	0.122,0.22,0.196	-0.035
2461	"ENSMUSG00000036073"	"Galt"	chr4	+	41758083	41758695	41758083	41758238	41758502	41758695	2461	17,10,14	76,51,73	14,17,19	89,70,72	98	49	0.769483979858	1.0	0.101,0.089,0.087	0.073,0.108,0.117	-0.007
2462	"ENSMUSG00000039041"	"Adrm1"	chr2	+	179814648	179815826	179814648	179814765	179815702	179815826	2462	36,36,25	80,102,70	40,27,40	80,77,74	98	49	0.323764885342	0.9174265115197437	0.184,0.15,0.152	0.2,0.149,0.213	-0.025
2463	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32569432	32569501	32571177	32571288	2463	9,18,18	39,67,42	10,25,14	36,32,34	98	49	0.114304304674	0.668910922065226	0.103,0.118,0.176	0.122,0.281,0.171	-0.059
2464	"ENSMUSG00000038225"	"Primpol"	chr8	-	47045627	47046738	47045627	47045790	47046504	47046738	2464	8,12,22	14,21,18	25,17,18	21,20,15	98	49	0.279187001564	0.884773235664068	0.222,0.222,0.379	0.373,0.298,0.375	-0.074
2465	"ENSMUSG00000030120"	"Mlf2"	chr6	+	124909061	124909500	124909061	124909139	124909373	124909500	2465	30,15,20	196,228,263	28,24,31	263,280,234	98	49	0.510455568826	1.0	0.071,0.032,0.037	0.051,0.041,0.062	-0.005
2466	"ENSMUSG00000030120"	"Mlf2"	chr6	+	124909061	124909500	124909061	124909184	124909373	124909500	2466	26,12,16	0,0,0	33,19,25	0,0,1	98	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.926	0.025
2467	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122929670	122929997	122929670	122929798	122929889	122929997	2467	287,352,335	67,97,63	270,249,245	65,93,56	98	49	0.250282804768	0.8582571431819346	0.682,0.645,0.727	0.675,0.572,0.686	0.04
2468	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122929670	122929997	122929670	122929818	122929889	122929997	2468	151,155,184	482,638,509	178,140,151	450,435,452	98	49	0.185203272011	0.7742751597749712	0.135,0.108,0.153	0.165,0.139,0.143	-0.017
2469	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122937401	122938656	122937401	122937537	122938513	122938656	2469	132,131,185	590,777,563	177,161,191	539,487,455	98	49	9.46571843503e-05	0.014336260829781799	0.101,0.078,0.141	0.141,0.142,0.173	-0.045
2472	"ENSMUSG00000047446"	"Arl4a"	chr12	-	40056698	40059819	40056698	40056792	40059700	40059819	2472	2,4,3	0,0,1	6,1,1	0,0,0	98	49	1	1.0	1.0,1.0,0.6	1.0,1.0,1.0	-0.133
2473	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39407009	39407336	39407009	39407087	39407229	39407336	2473	32,72,24	20,48,22	19,29,23	20,20,26	98	49	0.25363943607	0.8591510323083846	0.444,0.429,0.353	0.322,0.42,0.307	0.059
2474	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39410034	39410447	39410034	39410147	39410382	39410447	2474	20,39,17	1990,2953,1818	24,16,12	1619,1691,1624	98	49	1	1.0	0.005,0.007,0.005	0.007,0.005,0.004	0.0
2475	"ENSMUSG00000090077"	"Lime1"	chr2	+	181024279	181024496	181024279	181024337	181024408	181024496	2475	78,47,63	89,78,77	42,71,58	98,103,89	98	49	0.0972625130132	0.6285407240539745	0.305,0.232,0.29	0.176,0.256,0.246	0.05
2476	"ENSMUSG00000059540"	"Tcea2"	chr2	+	181327584	181328545	181327584	181327715	181327982	181328545	2476	7,1,5	12,16,7	2,2,3	8,10,10	98	49	0.447689530587	0.9831217323921396	0.226,0.03,0.263	0.111,0.091,0.13	0.062
2477	"ENSMUSG00000059540"	"Tcea2"	chr2	+	181327982	181328545	181327982	181328039	181328390	181328545	2477	10,18,9	1,3,4	17,13,19	2,3,3	98	49	0.733483785729	1.0	0.833,0.75,0.529	0.81,0.684,0.76	-0.047
2479	"ENSMUSG00000007880"	"Arid1a"	chr4	-	133422882	133423467	133422882	133422972	133423226	133423467	2479	48,34,35	214,350,224	39,49,34	225,265,222	98	49	0.429283940185	0.9814143125530848	0.101,0.046,0.072	0.08,0.085,0.071	-0.006
2480	"ENSMUSG00000031505"	"Naxd"	chr8	+	11559321	11559557	11559321	11559372	11559452	11559557	2480	90,81,115	40,48,66	98,124,102	51,74,64	98	49	0.609660142184	1.0	0.529,0.458,0.466	0.49,0.456,0.443	0.021
2481	"ENSMUSG00000059412"	"Fxyd2"	chr9	+	45319597	45320847	45319597	45319672	45320810	45320847	2481	7,4,3	72,57,73	6,10,4	56,66,58	98	49	0.177124319323	0.7626442412767434	0.046,0.034,0.02	0.051,0.07,0.033	-0.018
2482	"ENSMUSG00000027404"	"Snrpb"	chr2	-	130014522	130015094	130014522	130014648	130014955	130015094	2482	53,66,57	424,678,513	54,60,49	477,469,431	98	49	0.607364262039	1.0	0.059,0.046,0.053	0.054,0.06,0.054	-0.003
2483	"ENSMUSG00000004565"	"Pnpla6"	chr8	+	3573257	3573867	3573257	3573341	3573757	3573867	2483	8,6,3	19,16,20	9,2,9	26,22,29	98	49	0.77825738335	1.0	0.174,0.158,0.07	0.148,0.043,0.134	0.026
2485	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132271366	132272062	132271366	132271433	132271967	132272062	2485	117,75,85	293,289,306	98,94,93	301,288,259	98	49	0.529287206914	1.0	0.166,0.115,0.122	0.14,0.14,0.152	-0.01
2486	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535653	7535749	7535841	7535997	2486	6,7,5	131,111,100	7,8,12	126,172,156	98	49	0.615403738238	1.0	0.022,0.031,0.024	0.027,0.023,0.037	-0.003
2487	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7589553	7589992	7589553	7589596	7589803	7589992	2487	15,11,13	0,0,0	27,20,18	0,1,2	98	49	0.953692405875	1.0	1.0,1.0,1.0	1.0,0.909,0.818	0.091
2488	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7589553	7589992	7589553	7589603	7589803	7589992	2488	13,11,14	0,0,0	25,19,18	1,1,1	98	49	0.207277158668	0.8119256404496169	1.0,1.0,1.0	0.926,0.905,0.9	0.09
2489	"ENSMUSG00000093445"	"Lrch4"	chr5	+	137632110	137632511	137632110	137632237	137632405	137632511	2489	58,31,59	461,392,499	78,68,69	470,434,436	98	49	0.00501944224881	0.13379825258427938	0.059,0.038,0.056	0.077,0.073,0.073	-0.023
2490	"ENSMUSG00000039110"	"Mycbpap"	chr11	-	94403053	94403603	94403053	94403169	94403416	94403603	2490	0,1,0	0,0,0	0,0,0	1,1,0	98	49	1	1.0	NA,1.0,NA	0.0,0.0,NA	1.0
2491	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7804624	7805904	7804624	7804731	7805681	7805904	2491	5,2,5	15,18,12	7,2,6	12,14,16	98	49	0.509769225771	1.0	0.143,0.053,0.172	0.226,0.067,0.158	-0.028
2492	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7805681	7805904	7805681	7805771	7805844	7805904	2492	23,11,11	19,14,16	14,15,15	11,11,12	98	49	0.265105703652	0.8728579096526323	0.377,0.282,0.256	0.389,0.405,0.385	-0.088
2494	"ENSMUSG00000025369"	"Smarcc2"	chr10	+	128310240	128310682	128310240	128310278	128310551	128310682	2494	39,29,36	189,215,228	39,39,40	214,245,228	98	49	0.78926768338	1.0	0.094,0.063,0.073	0.084,0.074,0.081	-0.003
2495	"ENSMUSG00000039201"	"Tbc1d25"	chrX	-	8022554	8023017	8022554	8022743	8022889	8023017	2495	22,14,28	11,16,15	27,18,15	15,18,12	98	49	0.702100937002	1.0	0.5,0.304,0.483	0.474,0.333,0.385	0.032
2497	"ENSMUSG00000053024"	"Cntn2"	chr1	-	132456349	132456823	132456349	132456445	132456647	132456823	2497	0,0,0	1,0,1	0,1,1	0,0,0	98	49	1	1.0	0.0,NA,0.0	NA,1.0,1.0	-1.0
2499	"ENSMUSG00000054662"	"Ano9"	chr7	-	140683904	140684297	140683904	140684057	140684154	140684297	2499	0,1,1	0,0,0	0,2,0	1,1,2	98	49	1	1.0	NA,1.0,1.0	0.0,0.5,0.0	0.833
2500	"ENSMUSG00000054662"	"Ano9"	chr7	-	140686963	140687232	140686963	140687000	140687079	140687232	2500	1,1,1	0,1,0	0,3,0	1,2,1	98	49	0.000315609218988	0.027673945201789896	1.0,0.333,1.0	0.0,0.429,0.0	0.635
2501	"ENSMUSG00000044348"	"Slc25a53"	chrX	-	135916005	135917088	135916005	135916131	135916997	135917088	2501	0,0,3	9,14,11	0,1,2	6,15,3	98	49	0.506069414158	1.0	0.0,0.0,0.12	0.0,0.032,0.25	-0.054
2503	"ENSMUSG00000019139"	"Isyna1"	chr8	+	71047130	71047398	71047130	71047193	71047269	71047398	2503	6,14,1	55,63,38	5,6,5	57,52,51	98	49	0.419868961636	0.9783240420777287	0.052,0.1,0.013	0.042,0.055,0.047	0.007
2504	"ENSMUSG00000019139"	"Isyna1"	chr8	+	71047269	71047634	71047269	71047398	71047472	71047634	2504	14,17,11	58,84,51	10,9,8	61,62,62	98	49	0.125184425835	0.6833320311386345	0.108,0.092,0.097	0.076,0.068,0.061	0.031
2505	"ENSMUSG00000019139"	"Isyna1"	chr8	+	71047788	71048204	71047788	71047921	71048010	71048204	2505	50,61,30	47,63,36	46,50,57	57,45,46	98	49	0.703962043364	1.0	0.347,0.326,0.294	0.288,0.357,0.383	-0.02
2506	"ENSMUSG00000036678"	"Aaas"	chr15	-	102247620	102247853	102247620	102247688	102247759	102247853	2506	34,54,31	43,88,52	47,45,31	59,57,51	98	49	0.524525578184	1.0	0.283,0.235,0.23	0.285,0.283,0.233	-0.018
2508	"ENSMUSG00000001305"	"Rrp15"	chr1	-	186469784	186472060	186469784	186469882	186471800	186472060	2508	7,9,4	80,148,77	4,8,5	50,62,53	98	49	0.282204929643	0.8854113235126891	0.042,0.03,0.025	0.038,0.061,0.045	-0.016
2509	"ENSMUSG00000025485"	"Ric8a"	chr7	+	140437894	140438485	140437894	140438185	140438279	140438485	2509	179,173,198	0,3,1	171,174,169	1,0,1	98	49	1	1.0	1.0,0.966,0.99	0.988,1.0,0.988	-0.007
2510	"ENSMUSG00000018570"	"2810408A11Rik"	chr11	-	69788928	69789236	69788928	69788976	69789077	69789236	2510	36,23,35	12,10,14	30,24,33	7,7,8	98	49	0.170334583685	0.7482869050601212	0.6,0.535,0.556	0.682,0.632,0.673	-0.099
2511	"ENSMUSG00000020949"	"Fkbp3"	chr12	-	65110451	65115883	65110451	65110549	65115775	65115883	2511	21,28,14	0,1,0	12,14,13	0,0,0	98	49	1	1.0	1.0,0.933,1.0	1.0,1.0,1.0	-0.022
2512	"ENSMUSG00000000600"	"Krit1"	chr5	+	3872086	3873785	3872086	3872243	3873633	3873785	2512	66,50,53	85,73,76	80,58,90	64,69,75	98	49	0.0125207072917	0.2357005463047706	0.28,0.255,0.259	0.385,0.296,0.375	-0.087
2513	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696427	25698765	25696427	25696516	25698689	25698765	2513	35,26,30	5,5,4	24,25,24	2,3,3	98	49	0.34761390447	0.9365892212241923	0.778,0.722,0.789	0.857,0.806,0.8	-0.058
2514	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20578564	20578682	20579075	20579221	2514	12,4,4	49,62,47	5,9,9	62,67,77	98	49	0.794762924068	1.0	0.109,0.031,0.041	0.039,0.063,0.055	0.008
